EventDate,Var2,Var3,Var4,Var5
14-Nov-2008,Southern Africa,Storm,Convective storm,Hail
09-Apr-2009,Northern America,Storm,Convective storm,Tornado
15-May-2009,South-Eastern Asia,Storm,Convective storm,Tornado
03-Jan-2009,Southern Africa,Storm,Convective storm,Lightning/Thunderstorms
01-Jan-2008,Middle Africa,Storm,Convective storm,Severe storm
02-Aug-2009,Eastern Asia,Storm,Convective storm,Severe storm
23-Jul-2009,Western Europe,Storm,Convective storm,Lightning/Thunderstorms
09-Sep-2009,South America,Storm,Convective storm,Severe storm
23-Jul-2009,Western Europe,Storm,Convective storm,Lightning/Thunderstorms
11-May-2009,Southern Asia,Storm,Convective storm,Severe storm
05-Dec-2009,Southern Africa,Storm,Convective storm,Hail
13-Nov-2009,Northern Europe,Storm,Convective storm,Severe storm
07-Jun-2009,Southern Asia,Storm,Convective storm,Severe storm
15-Jan-2009,Southern Europe,Extreme temperature,Severe winter conditions,Snow/Ice
09-Sep-2009,South America,Storm,Convective storm,Severe storm
01-Aug-2009,Northern America,Storm,Convective storm,Severe storm
04-Aug-2009,Eastern Asia,Storm,Convective storm,Lightning/Thunderstorms
09-Nov-2009,Eastern Asia,Storm,Convective storm,Winter storm/Blizzard
11-Nov-2009,Eastern Asia,Storm,Convective storm,Winter storm/Blizzard
23-Jul-2009,Eastern Europe,Storm,Convective storm,Lightning/Thunderstorms
23-Jul-2009,Western Europe,Storm,Convective storm,Lightning/Thunderstorms
02-Jul-2009,Western Africa,Storm,Convective storm,Severe storm
28-Jun-2009,Southern Asia,Storm,Convective storm,Lightning/Thunderstorms
06-May-2010,Eastern Asia,Storm,Convective storm,Tornado
01-Jan-2010,Eastern Asia,Storm,Convective storm,Winter storm/Blizzard
06-Mar-2010,Australia and New Zealand,Storm,Convective storm,Lightning/Thunderstorms
22-Mar-2010,Australia and New Zealand,Storm,Convective storm,Severe storm
01-May-2010,Southern Asia,Storm,Convective storm,Lightning/Thunderstorms
24-May-2010,Southern Asia,Storm,Convective storm,Severe storm
08-Oct-2010,Eastern Africa,Storm,Convective storm,Lightning/Thunderstorms
23-Dec-2010,Western Europe,Storm,Convective storm,Winter storm/Blizzard
26-Dec-2010,Northern America,Storm,Convective storm,Winter storm/Blizzard
23-Dec-2010,Western Europe,Storm,Convective storm,Winter storm/Blizzard
23-Dec-2010,Northern Europe,Storm,Convective storm,Winter storm/Blizzard
23-Dec-2010,Western Europe,Storm,Convective storm,Winter storm/Blizzard
17-Apr-2010,Middle Africa,Storm,Convective storm,Tornado
10-Apr-2010,Southern Asia,Storm,Convective storm,Hail
25-Aug-2010,Southern Asia,Storm,Convective storm,Lightning/Thunderstorms
11-Jun-2011,Middle Africa,Storm,Convective storm,Severe storm
16-Feb-2011,Eastern Africa,Storm,Convective storm,Lightning/Thunderstorms
18-Aug-2011,Western Europe,Storm,Convective storm,Lightning/Thunderstorms
21-Aug-2011,Northern America,Storm,Convective storm,Tornado
17-Apr-2011,Eastern Asia,Storm,Convective storm,Hail
20-May-2011,Southern Asia,Storm,Convective storm,Lightning/Thunderstorms
10-Jun-2009,Northern America,Storm,Convective storm,Tornado
16-Apr-2009,Northern America,Storm,Convective storm,Severe storm
26-Mar-2009,Northern America,Storm,Convective storm,Lightning/Thunderstorms
20-Jul-2009,Northern America,Storm,Convective storm,Severe storm
10-Feb-2009,Northern America,Storm,Convective storm,Tornado
23-Jul-2009,Eastern Europe,Storm,Convective storm,Lightning/Thunderstorms
08-Sep-2009,South America,Storm,Convective storm,Severe storm
07-May-2009,Northern America,Storm,Convective storm,Tornado
23-Dec-2009,Northern America,Storm,Convective storm,Winter storm/Blizzard
10-May-2010,Northern America,Storm,Convective storm,Severe storm
12-May-2010,Northern America,Storm,Convective storm,Tornado
17-Jun-2010,Northern America,Storm,Convective storm,Lightning/Thunderstorms
30-Apr-2010,Northern America,Storm,Convective storm,Severe storm
24-Apr-2010,Northern America,Storm,Convective storm,Tornado
31-Dec-2010,Northern America,Storm,Convective storm,Tornado
05-Feb-2010,Northern America,Storm,Convective storm,Winter storm/Blizzard
23-Feb-2010,Northern America,Storm,Convective storm,Winter storm/Blizzard
26-Dec-2010,Northern America,Storm,Convective storm,Winter storm/Blizzard
29-May-2011,Northern America,Storm,Convective storm,Tornado
31-Jan-2011,Northern America,Storm,Convective storm,Winter storm/Blizzard
22-Apr-2011,Northern America,Storm,Convective storm,Tornado
22-Jun-2011,South-Eastern Asia,Storm,Convective storm,Lightning/Thunderstorms
29-Jul-2011,Western Africa,Storm,Convective storm,Lightning/Thunderstorms
31-Jul-2011,Eastern Europe,Storm,Convective storm,Tornado
28-Jun-2011,Eastern Africa,Storm,Convective storm,Lightning/Thunderstorms
14-Apr-2011,Northern America,Storm,Convective storm,Tornado
20-May-2011,Northern America,Storm,Convective storm,Tornado
24-May-2011,Northern America,Storm,Convective storm,Tornado
19-Nov-2009,Southern Africa,Storm,Convective storm,Severe storm
15-Dec-2010,Southern Africa,Storm,Convective storm,Lightning/Thunderstorms
04-Apr-2011,Southern Asia,Storm,Convective storm,Severe storm
10-Feb-2011,Southern Asia,Storm,Convective storm,Winter storm/Blizzard
15-Apr-2011,Southern Asia,Storm,Convective storm,Lightning/Thunderstorms
19-Jul-2012,Western Asia,Storm,Convective storm,Lightning/Thunderstorms
06-Apr-2012,Southern Asia,Storm,Convective storm,Severe storm
29-Oct-2012,South America,Storm,Convective storm,Severe storm
01-May-2012,Middle Africa,Storm,Convective storm,Severe storm
24-Dec-2012,Northern America,Storm,Convective storm,Winter storm/Blizzard
12-Aug-2012,Northern America,Storm,Convective storm,Severe storm
05-Apr-2012,Eastern Asia,Storm,Convective storm,Lightning/Thunderstorms
20-Apr-2012,Eastern Asia,Storm,Convective storm,Lightning/Thunderstorms
25-Feb-2012,South-Eastern Asia,Storm,Convective storm,Tornado
18-Mar-2013,Eastern Asia,Storm,Convective storm,Lightning/Thunderstorms
23-Jun-2013,Eastern Asia,Storm,Convective storm,Lightning/Thunderstorms
12-May-2013,Western Asia,Storm,Convective storm,Severe storm
20-Jun-2013,Western Europe,Storm,Convective storm,Lightning/Thunderstorms
29-Mar-2013,Eastern Asia,Storm,Convective storm,Lightning/Thunderstorms
04-Mar-2013,Middle Africa,Storm,Convective storm,Severe storm
08-Jul-2013,Northern America,Storm,Convective storm,Lightning/Thunderstorms
03-Dec-2013,South America,Storm,Convective storm,Lightning/Thunderstorms
29-Mar-2013,Southern Asia,Storm,Convective storm,Tornado
22-Mar-2013,Southern Asia,Storm,Convective storm,Severe storm
21-Dec-2013,Northern America,Extreme temperature,Severe winter conditions,Snow/Ice
28-Apr-2013,Eastern Asia,Storm,Convective storm,Lightning/Thunderstorms
18-Feb-2013,Eastern Asia,Storm,Convective storm,Winter storm/Blizzard
27-Jul-2013,Western Europe,Storm,Convective storm,Hail
24-Mar-2013,Western Asia,Storm,Convective storm,Severe storm
15-Mar-2013,Eastern Europe,Storm,Convective storm,Winter storm/Blizzard
05-Oct-2013,Southern Asia,Storm,Convective storm,Lightning/Thunderstorms
29-Mar-2013,Southern Asia,Storm,Convective storm,Tornado
24-Nov-2011,Southern Asia,Storm,Convective storm,Severe storm
26-Nov-2011,Northern Europe,Storm,Convective storm,Severe storm
11-Jan-2011,South America,Storm,Convective storm,Winter storm/Blizzard
08-Aug-2011,South America,Storm,Convective storm,Hail
03-Aug-2011,Northern Africa,Storm,Convective storm,Severe storm
18-Sep-2012,South America,Storm,Convective storm,Severe storm
13-Feb-2012,Western Africa,Storm,Convective storm,Lightning/Thunderstorms
01-Jan-2012,Eastern Asia,Storm,Convective storm,Winter storm/Blizzard
06-May-2012,Eastern Asia,Storm,Convective storm,Lightning/Thunderstorms
03-Apr-2012,Eastern Asia,Storm,Convective storm,Severe storm
06-Dec-2012,Australia and New Zealand,Storm,Convective storm,Tornado
14-Jul-2012,Eastern Europe,Storm,Convective storm,Tornado
30-Jun-2012,Northern America,Storm,Convective storm,Lightning/Thunderstorms
25-May-2012,Northern America,Storm,Convective storm,Lightning/Thunderstorms
06-Jun-2012,Northern America,Storm,Convective storm,Lightning/Thunderstorms
11-Jun-2012,Northern America,Storm,Convective storm,Lightning/Thunderstorms
02-Jul-2012,Northern America,Storm,Convective storm,Lightning/Thunderstorms
07-Sep-2012,Northern America,Storm,Convective storm,Lightning/Thunderstorms
22-Jan-2012,Northern America,Storm,Convective storm,Tornado
02-Aug-2013,Northern America,Storm,Convective storm,Lightning/Thunderstorms
18-Jan-2013,Southern Europe,Storm,Convective storm,Severe storm
09-Dec-2013,Western Asia,Storm,Convective storm,Winter storm/Blizzard
02-Dec-2013,Western Asia,Storm,Convective storm,Winter storm/Blizzard
02-Sep-2013,Eastern Asia,Storm,Convective storm,Tornado
14-Jan-2013,Eastern Asia,Storm,Convective storm,Winter storm/Blizzard
23-Feb-2013,Eastern Asia,Storm,Convective storm,Winter storm/Blizzard
12-Jun-2013,Northern America,Storm,Convective storm,Lightning/Thunderstorms
31-Dec-2011,Southern Africa,Storm,Convective storm,Severe storm
29-Oct-2011,Northern America,Storm,Convective storm,Winter storm/Blizzard
20-Dec-2011,Northern America,Storm,Convective storm,Winter storm/Blizzard
07-Jan-2011,Northern America,Storm,Convective storm,Winter storm/Blizzard
17-Jan-2011,Northern America,Storm,Convective storm,Winter storm/Blizzard
02-Oct-2011,Southern Africa,Storm,Convective storm,Lightning/Thunderstorms
02-Mar-2012,Northern America,Storm,Convective storm,Tornado
28-Feb-2012,Northern America,Storm,Convective storm,Tornado
02-Apr-2012,Northern America,Storm,Convective storm,Tornado
14-Apr-2012,Northern America,Storm,Convective storm,Tornado
19-Dec-2012,Northern America,Storm,Convective storm,Winter storm/Blizzard
25-Dec-2012,Northern America,Storm,Convective storm,Winter storm/Blizzard
18-Jan-2012,Northern America,Storm,Convective storm,Winter storm/Blizzard
28-Jun-2012,Northern America,Storm,Convective storm,Severe storm
28-Apr-2012,Northern America,Storm,Convective storm,Severe storm
18-May-2013,Northern America,Storm,Convective storm,Tornado
15-May-2013,Northern America,Storm,Convective storm,Tornado
16-Nov-2013,Northern America,Storm,Convective storm,Tornado
24-Feb-2013,Northern America,Storm,Convective storm,Winter storm/Blizzard
08-Feb-2013,Northern America,Storm,Convective storm,Winter storm/Blizzard
24-Nov-2013,Northern America,Storm,Convective storm,Winter storm/Blizzard
17-Apr-2013,Northern America,Storm,Convective storm,Severe storm
29-Jan-2013,Northern America,Storm,Convective storm,Tornado
26-May-2013,Northern America,Storm,Convective storm,Tornado
09-Feb-2013,Northern America,Storm,Convective storm,Winter storm/Blizzard
01-Dec-2013,Northern America,Storm,Convective storm,Winter storm/Blizzard
19-Dec-2013,Northern America,Extreme temperature,Severe winter conditions,Snow/Ice
07-Apr-2013,Northern America,Storm,Convective storm,Severe storm
18-Mar-2013,Northern America,Storm,Convective storm,Severe storm
02-Sep-2014,Eastern Asia,Storm,Convective storm,Severe storm
18-Sep-2014,Western Europe,Storm,Convective storm,Lightning/Thunderstorms
27-Mar-2014,Eastern Asia,Storm,Convective storm,Lightning/Thunderstorms
22-Apr-2014,Eastern Asia,Storm,Convective storm,Severe storm
17-Jun-2014,Eastern Asia,Storm,Convective storm,Lightning/Thunderstorms
19-Jul-2014,Eastern Asia,Storm,Convective storm,Lightning/Thunderstorms
02-Feb-2014,Northern America,Storm,Convective storm,Winter storm/Blizzard
01-Feb-2014,Southern Asia,Storm,Convective storm,Winter storm/Blizzard
07-Feb-2014,Eastern Asia,Storm,Convective storm,Winter storm/Blizzard
07-Apr-2014,Eastern Asia,Storm,Convective storm,Winter storm/Blizzard
01-Jan-2014,Northern America,Storm,Convective storm,Winter storm/Blizzard
26-Jan-2014,Northern America,Storm,Convective storm,Winter storm/Blizzard
22-Nov-2014,Australia and New Zealand,Storm,Convective storm,Lightning/Thunderstorms
08-Jun-2014,Western Europe,Storm,Convective storm,Lightning/Thunderstorms
08-Jul-2014,Eastern Europe,Storm,Convective storm,Hail
15-Nov-2014,Western Europe,Storm,Convective storm,Lightning/Thunderstorms
16-Apr-2014,Eastern Asia,Storm,Convective storm,Lightning/Thunderstorms
10-Aug-2014,Eastern Asia,Storm,Convective storm,Lightning/Thunderstorms
12-Mar-2014,Eastern Asia,Storm,Convective storm,Winter storm/Blizzard
02-Dec-2014,Eastern Asia,Storm,Convective storm,Winter storm/Blizzard
06-Oct-2014,South America,Storm,Convective storm,Lightning/Thunderstorms
08-Jun-2014,Western Europe,Storm,Convective storm,Lightning/Thunderstorms
28-Jul-2014,Western Europe,Storm,Convective storm,Lightning/Thunderstorms
08-Jun-2014,Western Europe,Storm,Convective storm,Lightning/Thunderstorms
07-May-2015,Eastern Asia,Storm,Convective storm,Severe storm
21-Jun-2015,Eastern Asia,Storm,Convective storm,Severe storm
01-Apr-2015,Southern Asia,Storm,Convective storm,Lightning/Thunderstorms
08-Aug-2015,South America,Storm,Convective storm,Severe storm
19-Apr-2015,Eastern Asia,Storm,Convective storm,Severe storm
24-Oct-2015,Northern Africa,Storm,Convective storm,Lightning/Thunderstorms
20-Apr-2015,Australia and New Zealand,Storm,Convective storm,Severe storm
24-Mar-2015,Eastern Asia,Storm,Convective storm,Severe storm
06-Apr-2015,Eastern Asia,Storm,Convective storm,Lightning/Thunderstorms
29-Mar-2015,Eastern Asia,Storm,Convective storm,Winter storm/Blizzard
15-Feb-2015,South America,Storm,Convective storm,Rain
24-Apr-2015,Middle Africa,Storm,Convective storm,Severe storm
03-Nov-2015,Northern Africa,Storm,Convective storm,Lightning/Thunderstorms
13-Jul-2015,Eastern Asia,Storm,Convective storm,Severe storm
02-May-2015,Southern Asia,Storm,Convective storm,Lightning/Thunderstorms
23-May-2015,Southern Asia,Storm,Convective storm,Lightning/Thunderstorms
20-Apr-2015,South America,Storm,Convective storm,Lightning/Thunderstorms
22-Nov-2015,Eastern Asia,Storm,Convective storm,Winter storm/Blizzard
04-Apr-2015,Eastern Asia,Storm,Convective storm,Severe storm
06-Oct-2015,Eastern Asia,Storm,Convective storm,Severe storm
08-Sep-2016,Eastern Asia,Storm,Convective storm,Lightning/Thunderstorms
24-Apr-2016,Eastern Asia,Storm,Convective storm,Lightning/Thunderstorms
04-Jun-2016,Australia and New Zealand,Storm,Convective storm,Winter storm/Blizzard
23-Jun-2016,Western Europe,Storm,Convective storm,Lightning/Thunderstorms
13-May-2016,Southern Asia,Storm,Convective storm,Lightning/Thunderstorms
24-Jun-2016,Eastern Asia,Storm,Convective storm,Tornado
10-Mar-2014,Southern Asia,Storm,Convective storm,Winter storm/Blizzard
06-Mar-2014,Southern Asia,Storm,Convective storm,Lightning/Thunderstorms
12-Nov-2014,Southern Europe,Storm,Convective storm,Lightning/Thunderstorms
14-Oct-2014,Southern Asia,Storm,Convective storm,Winter storm/Blizzard
16-Mar-2014,South-Eastern Asia,Storm,Convective storm,Lightning/Thunderstorms
21-Nov-2014,Northern Africa,Storm,Convective storm,Severe storm
15-Aug-2014,Southern Asia,Storm,Convective storm,Lightning/Thunderstorms
30-May-2014,Southern Asia,Storm,Convective storm,Lightning/Thunderstorms
08-Feb-2014,Eastern Asia,Storm,Convective storm,Winter storm/Blizzard
14-Feb-2014,Eastern Asia,Storm,Convective storm,Winter storm/Blizzard
17-Dec-2014,Eastern Asia,Storm,Convective storm,Winter storm/Blizzard
02-Dec-2014,Eastern Asia,Storm,Convective storm,Winter storm/Blizzard
01-Feb-2014,Central Asia,Storm,Convective storm,Winter storm/Blizzard
17-Feb-2014,Eastern Asia,Storm,Convective storm,Winter storm/Blizzard
11-Oct-2014,Southern Africa,Storm,Convective storm,Severe storm
18-Apr-2014,Southern Asia,Landslide,Avalanche,Winter storm/Blizzard
06-Mar-2015,Southern Asia,Storm,Convective storm,Lightning/Thunderstorms
26-Mar-2015,Central America,Storm,Convective storm,Severe storm
02-Mar-2015,Southern Europe,Storm,Convective storm,Severe storm
21-Apr-2015,Southern Asia,Storm,Convective storm,Severe storm
19-Feb-2015,Western Asia,Storm,Convective storm,Winter storm/Blizzard
07-Jan-2015,Western Asia,Storm,Convective storm,Winter storm/Blizzard
02-Jan-2015,Eastern Africa,Storm,Convective storm,Lightning/Thunderstorms
19-Jan-2015,Western Asia,Storm,Convective storm,Severe storm
07-Jan-2015,Western Asia,Storm,Convective storm,Winter storm/Blizzard
04-Apr-2015,Southern Asia,Storm,Convective storm,Lightning/Thunderstorms
06-Sep-2015,Southern Asia,Storm,Convective storm,Lightning/Thunderstorms
19-May-2015,Southern Asia,Storm,Convective storm,Lightning/Thunderstorms
03-Oct-2015,Southern Asia,Storm,Convective storm,Lightning/Thunderstorms
08-Sep-2015,Western Asia,Storm,Convective storm,Sand/Dust storm
08-Sep-2015,Western Asia,Storm,Convective storm,Sand/Dust storm
06-Jan-2015,Western Asia,Storm,Convective storm,Winter storm/Blizzard
10-Feb-2015,Western Asia,Storm,Convective storm,Winter storm/Blizzard
25-May-2015,Central America,Storm,Convective storm,Tornado
04-Apr-2015,South-Eastern Asia,Storm,Convective storm,Lightning/Thunderstorms
19-Jul-2015,Eastern Europe,Storm,Convective storm,Severe storm
04-Apr-2015,South America,Storm,Convective storm,Severe storm
02-May-2015,Central America,Storm,Convective storm,Storm/Surge
08-Sep-2015,Western Asia,Storm,Convective storm,Sand/Dust storm
14-Aug-2016,Western Africa,Storm,Convective storm,Lightning/Thunderstorms
21-Apr-2016,South-Eastern Asia,Storm,Convective storm,Lightning/Thunderstorms
23-Jun-2016,Western Europe,Storm,Convective storm,Lightning/Thunderstorms
12-Jun-2016,Southern Asia,Storm,Convective storm,Lightning/Thunderstorms
20-Jun-2016,Southern Asia,Storm,Convective storm,Lightning/Thunderstorms
29-Apr-2016,South-Eastern Asia,Storm,Convective storm,Lightning/Thunderstorms
01-Jun-2016,Southern Asia,Storm,Convective storm,Lightning/Thunderstorms
26-Feb-2003,Northern America,Storm,Convective storm,Winter storm/Blizzard
10-Dec-2014,Northern America,Storm,Convective storm,Winter storm/Blizzard
26-Jul-2014,Northern America,Storm,Convective storm,Lightning/Thunderstorms
27-Apr-2014,Northern America,Storm,Convective storm,Severe storm
12-Oct-2014,Northern America,Storm,Convective storm,Lightning/Thunderstorms
18-May-2014,Northern America,Storm,Convective storm,Lightning/Thunderstorms
03-Jun-2014,Northern America,Storm,Convective storm,Lightning/Thunderstorms
11-Feb-2014,Northern America,Storm,Convective storm,Winter storm/Blizzard
28-Feb-2014,Northern America,Storm,Convective storm,Winter storm/Blizzard
15-Nov-2014,Northern America,Storm,Convective storm,Winter storm/Blizzard
06-May-2015,Northern America,Storm,Convective storm,Lightning/Thunderstorms
29-Oct-2015,Northern America,Storm,Convective storm,Lightning/Thunderstorms
24-Apr-2015,Northern America,Storm,Convective storm,Tornado
03-May-2015,Northern America,Storm,Convective storm,Tornado
03-Jun-2015,Northern America,Storm,Convective storm,Lightning/Thunderstorms
07-Apr-2015,Northern America,Storm,Convective storm,Tornado
12-Jul-2015,Northern America,Storm,Convective storm,Severe storm
25-Mar-2015,Northern America,Storm,Convective storm,Tornado
02-Aug-2015,Northern America,Storm,Convective storm,Severe storm
16-Feb-2015,Northern America,Storm,Convective storm,Winter storm/Blizzard
31-Jan-2015,Northern America,Storm,Convective storm,Winter storm/Blizzard
03-Mar-2015,Eastern Africa,Storm,Convective storm,Hail
26-Dec-2015,Northern America,Storm,Convective storm,Tornado
25-Nov-2015,Northern America,Storm,Convective storm,Winter storm/Blizzard
02-Jan-2015,Eastern Africa,Storm,Convective storm,Lightning/Thunderstorms
26-Jan-2015,Northern America,Storm,Convective storm,Winter storm/Blizzard
06-May-2015,Northern America,Storm,Convective storm,Tornado
06-Jan-2015,Northern America,Storm,Convective storm,Winter storm/Blizzard
16-Feb-2015,Northern America,Storm,Convective storm,Winter storm/Blizzard
03-Mar-2015,Northern America,Storm,Convective storm,Winter storm/Blizzard
04-Jan-2016,Northern America,Storm,Convective storm,Severe storm
25-Apr-2016,Northern America,Storm,Convective storm,Lightning/Thunderstorms
10-Apr-2016,Northern America,Storm,Convective storm,Lightning/Thunderstorms
08-May-2016,Northern America,Storm,Convective storm,Tornado
17-Mar-2016,Northern America,Storm,Convective storm,Severe storm
22-Mar-2016,Northern America,Storm,Convective storm,Severe storm
21-May-2016,Northern America,Storm,Convective storm,Hail
04-Mar-2016,Northern America,Storm,Convective storm,Severe storm
27-Oct-2016,Northern Africa,Storm,Convective storm,Lightning/Thunderstorms
23-Jan-2016,Northern America,Storm,Convective storm,Winter storm/Blizzard
22-Feb-2016,Northern America,Storm,Convective storm,Winter storm/Blizzard
04-Aug-2016,Eastern Asia,Storm,Convective storm,Severe storm
05-Aug-2017,Western Europe,Storm,Convective storm,Severe storm
14-Jul-2017,Eastern Asia,Storm,Convective storm,Lightning/Thunderstorms
24-Jan-2017,Southern Asia,Storm,Convective storm,Winter storm/Blizzard
17-Feb-2017,Southern Asia,Storm,Convective storm,Winter storm/Blizzard
13-Jul-2017,Eastern Asia,Storm,Convective storm,Lightning/Thunderstorms
18-Aug-2017,Western Europe,Storm,Convective storm,Severe storm
06-Mar-2017,Australia and New Zealand,Storm,Convective storm,Hail
19-Aug-2017,Western Europe,Storm,Convective storm,Severe storm
01-May-2017,Southern Asia,Storm,Convective storm,Lightning/Thunderstorms
01-Jan-2017,Middle Africa,Storm,Convective storm,Severe storm
15-Apr-2017,Eastern Asia,Storm,Convective storm,Lightning/Thunderstorms
20-May-2017,Eastern Asia,Storm,Convective storm,Lightning/Thunderstorms
01-Mar-2017,Eastern Asia,Storm,Convective storm,Severe storm
10-Aug-2017,Eastern Europe,Storm,Convective storm,Derecho
22-Jun-2017,Western Europe,Storm,Convective storm,Hail
03-Jan-2018,Western Europe,Storm,Convective storm,Severe storm
24-Jan-2018,Eastern Asia,Storm,Convective storm,Winter storm/Blizzard
03-Jan-2018,Southern Europe,Storm,Convective storm,Severe storm
02-Jan-2018,Northern Europe,Storm,Convective storm,Severe storm
03-Jan-2018,Western Europe,Storm,Convective storm,Severe storm
17-Aug-2018,Western Asia,Storm,Convective storm,Hail
29-Apr-2018,Southern Asia,Storm,Convective storm,Lightning/Thunderstorms
21-Sep-2018,Northern America,Storm,Convective storm,Tornado
03-Mar-2018,Eastern Asia,Storm,Convective storm,Lightning/Thunderstorms
02-Jan-2018,Eastern Asia,Storm,Convective storm,Winter storm/Blizzard
27-Dec-2018,Eastern Asia,Storm,Convective storm,Winter storm/Blizzard
18-Apr-2019,Southern Europe,Storm,Convective storm,Severe storm
05-Jan-2019,Western Europe,Storm,Convective storm,Winter storm/Blizzard
13-Jan-2019,Western Europe,Storm,Convective storm,Winter storm/Blizzard
27-Jun-2019,Western Asia,Storm,Convective storm,Hail
31-Mar-2019,Southern Asia,Storm,Convective storm,Lightning/Thunderstorms
03-Jul-2019,Eastern Asia,Storm,Convective storm,Tornado
27-Jan-2019,Caribbean,Storm,Convective storm,Tornado
05-Jan-2019,Western Europe,Storm,Convective storm,Winter storm/Blizzard
10-Jul-2019,Southern Europe,Storm,Convective storm,Tornado
24-Oct-2016,Eastern Africa,Storm,Convective storm,Lightning/Thunderstorms
01-Sep-2016,Southern Asia,Storm,Convective storm,Lightning/Thunderstorms
09-Sep-2017,Southern Europe,Storm,Convective storm,Lightning/Thunderstorms
22-Apr-2017,Southern Asia,Storm,Convective storm,Lightning/Thunderstorms
05-Aug-2017,Southern Europe,Storm,Convective storm,Severe storm
21-Jul-2017,Australia and New Zealand,Storm,Convective storm,Winter storm/Blizzard
11-Sep-2017,Southern Europe,Storm,Convective storm,Lightning/Thunderstorms
21-Jun-2017,Eastern Europe,Storm,Convective storm,Hail
04-Sep-2017,Western Africa,Storm,Convective storm,Severe storm
08-Jul-2017,Southern Asia,Storm,Convective storm,Lightning/Thunderstorms
28-May-2017,Southern Asia,Storm,Convective storm,Lightning/Thunderstorms
25-Mar-2017,Southern Asia,Storm,Convective storm,Lightning/Thunderstorms
10-Jun-2017,Southern Asia,Storm,Convective storm,Lightning/Thunderstorms
10-Aug-2017,Eastern Europe,Storm,Convective storm,Derecho
17-Sep-2017,Eastern Europe,Storm,Convective storm,Severe storm
01-Jun-2018,Southern Asia,Storm,Convective storm,Lightning/Thunderstorms
02-Jan-2018,Northern Europe,Storm,Convective storm,Severe storm
11-Apr-2018,Southern Asia,Storm,Convective storm,Lightning/Thunderstorms
17-Apr-2018,Southern Asia,Storm,Convective storm,Lightning/Thunderstorms
13-May-2018,Southern Asia,Storm,Convective storm,Lightning/Thunderstorms
06-May-2018,Southern Asia,Storm,Convective storm,Lightning/Thunderstorms
28-May-2018,Southern Asia,Storm,Convective storm,Lightning/Thunderstorms
01-May-2018,Southern Asia,Storm,Convective storm,Sand/Dust storm
19-Jan-2018,Western Asia,Storm,Convective storm,Winter storm/Blizzard
25-Nov-2018,Eastern Asia,Storm,Convective storm,Winter storm/Blizzard
06-Jun-2019,Southern Asia,Storm,Convective storm,Lightning/Thunderstorms
11-Jan-2019,Western Asia,Storm,Convective storm,Severe storm
01-Jun-2019,Southern Asia,Storm,Convective storm,Lightning/Thunderstorms
10-May-2019,Eastern Asia,Storm,Convective storm,Storm/Surge
30-Mar-2019,Southern Asia,Storm,Convective storm,Severe storm
26-Nov-2016,Northern America,Storm,Convective storm,Winter storm/Blizzard
13-Dec-2016,Northern America,Storm,Convective storm,Winter storm/Blizzard
28-Nov-2016,Western Asia,Storm,Convective storm,Winter storm/Blizzard
09-Dec-2016,Eastern Africa,Storm,Convective storm,Lightning/Thunderstorms
24-Apr-2016,Northern America,Storm,Convective storm,Lightning/Thunderstorms
06-Jan-2017,Northern America,Storm,Convective storm,Winter storm/Blizzard
05-Aug-2017,Northern America,Storm,Convective storm,Tornado
31-Dec-2017,Northern America,Storm,Convective storm,Winter storm/Blizzard
07-Jun-2017,Southern Africa,Storm,Convective storm,Lightning/Thunderstorms
27-Jul-2017,Western Asia,Storm,Convective storm,Lightning/Thunderstorms
25-Jun-2017,Northern America,Storm,Convective storm,Lightning/Thunderstorms
25-Mar-2017,Northern America,Storm,Convective storm,Tornado
27-Feb-2017,Northern America,Storm,Convective storm,Tornado
29-May-2017,Eastern Europe,Storm,Convective storm,Severe storm
09-May-2017,Northern America,Storm,Convective storm,Hail
06-Mar-2017,Northern America,Storm,Convective storm,Hail
09-Jun-2017,Northern America,Storm,Convective storm,Lightning/Thunderstorms
05-Nov-2017,Northern America,Storm,Convective storm,Lightning/Thunderstorms
09-Oct-2017,Southern Africa,Storm,Convective storm,Lightning/Thunderstorms
01-Apr-2017,Eastern Africa,Storm,Convective storm,Severe storm
10-Aug-2017,Eastern Europe,Storm,Convective storm,Derecho
13-Mar-2017,Northern America,Storm,Convective storm,Winter storm/Blizzard
18-Jan-2017,Northern America,Storm,Convective storm,Severe storm
01-Mar-2018,Northern America,Storm,Convective storm,Winter storm/Blizzard
06-Aug-2018,Northern America,Storm,Convective storm,Lightning/Thunderstorms
03-Jan-2018,Northern America,Storm,Convective storm,Winter storm/Blizzard
26-Dec-2018,Northern America,Storm,Convective storm,Winter storm/Blizzard
19-Jul-2018,Northern America,Storm,Convective storm,Tornado
21-Jan-2018,Northern America,Storm,Convective storm,Winter storm/Blizzard
23-Feb-2019,Northern America,Storm,Convective storm,Lightning/Thunderstorms
18-Jan-2019,Northern America,Storm,Convective storm,Sand/Dust storm
13-Apr-2019,Northern America,Storm,Convective storm,Tornado
23-May-2019,Northern America,Storm,Convective storm,Tornado
29-Jan-2019,Northern America,Storm,Convective storm,Winter storm/Blizzard
24-Apr-2019,Northern America,Storm,Convective storm,Lightning/Thunderstorms
31-Oct-2019,Northern America,Storm,Convective storm,Severe storm
23-Nov-2019,Western Europe,Storm,Convective storm,Severe storm
11-Jan-2019,Northern America,Storm,Convective storm,Winter storm/Blizzard
